guid,price,date
"E20 1HT, 8e37fa2314e319a317b41425729f7a9c840a7c0c",380160,2016-11-18
"E20 1HT, 57abaa07502d19771d6dac11b1ee345993a76e8a",408375,2016-11-23
"E20 1HT, e2a4326971808522bcabfb4284e493621f22e5e7",377685,2016-11-17
"E20 1HT, a2b045ee806be09bbfdf75b45c9d7ec8a4ee455c",347260,2016-11-24
"E20 1HT, 247389fb477d2a3a53717637036ee2926010eefc",834200,2016-11-30
"E20 1HT, 1f5e21c7e39bb4c2f4ea4826d99b61eacf0c2e0d",389000,2016-11-23
"E20 1HT, 27158bd0548a1fca4a7f45ddf955464c0655325e",593462,2016-11-15
"E20 1HT, 5ce45275319a99f8fe3d45a7eb3a4eac642918a8",488000,2016-12-12
"E20 1HT, bfc2dd82893a9936b0e37fb89ba19f020ab80ed2",355500,2016-12-06
"E20 1HT, bfc2dd82893a9936b0e37fb89ba19f020ab80ed2",486000,2019-03-01
"E20 1HT, 50ca336e7d52083cda4f51d0f55bc5a37f890c0c",338045,2016-12-07
"E20 1HT, 50ca336e7d52083cda4f51d0f55bc5a37f890c0c",482000,2018-01-08
"E20 1HT, fdca34bdb2c5bf6beb82605adb4fe7e312297ed8",500000,2016-11-24
"E20 1HT, fdca34bdb2c5bf6beb82605adb4fe7e312297ed8",695000,2022-10-07
"E20 1HT, 0118c164c0f09c5263cf882bec9c25fedb724165",412500,2016-11-16
"E20 1HT, c045b47ac7da176c32759db3a98dd9e8192702e3",410850,2016-11-23
"E20 1HT, f1a03cce16c986c9fc169d1f69f88ea30e361708",372500,2016-11-18
"E20 1HT, 4180da918d91f1a3533ad65c5b1491833b8c9772",575000,2016-12-12
"E20 1HT, 4180da918d91f1a3533ad65c5b1491833b8c9772",633000,2020-07-31
"E20 1HT, ce0f870d910b0c22891ef5b50055f9ae104139e5",546480,2016-11-11
"E20 1HT, d4e1abbcff41f8e112e7e80eaae2b35141db9691",728500,2016-11-15
"E20 1HT, 2c2bc9bb3676f998846e8b84696a0117dc93b805",411600,2016-12-06
"E20 1HT, 832c2d01f96aadb58e16385a2287f08fa9f4daf9",469000,2016-11-25
"E20 1HT, 61777412bc9721d9aee6d04e2abe34daed398303",377000,2016-11-29
"E20 1HT, 6e755d60f968dea70dcaa1b70e65cdfa7b566c22",369500,2016-11-29
"E20 1HT, 82e9dece0844905dea239e9eed1de49979135a4f",409500,2016-12-13
"E20 1HT, 1c3f36f90276327ab82eaf7f4f10ee3cb23ffc3c",490000,2016-11-18
"E20 1HT, 08da39912c1d60da1e1775f97364ef2d4675ba72",640200,2016-11-01
"E20 1HT, c72bee2c34bef63ee33ecc34bd5b3f7d0afe88e2",446880,2016-11-14
"E20 1HT, e3a1d46ea8284a7e3e61051352037b82bd38fae6",417000,2016-11-22
"E20 1HT, e3a1d46ea8284a7e3e61051352037b82bd38fae6",440000,2019-05-03
"E20 1HT, 080c3c406689d6194e5af3990534f6208b290e29",551000,2016-11-25
"E20 1HT, 080c3c406689d6194e5af3990534f6208b290e29",605000,2019-02-28
"E20 1HT, 2cf2377ae40f09558c3cff681b20a34dc170f2ff",575000,2016-11-23
"E20 1HT, 18df8976420bb55d179342ccf99645026dc80e45",375000,2016-11-21
"E20 1HT, 1d0eff4e71cf9c7321aa041542032b3eba45cd10",500000,2016-12-01
"E20 1HT, a0eef7fc0a65d427b4506a4a57452b2579a50fdc",467540,2016-11-25
"E20 1HT, dd92a2b943d494a6fdcb20753b480b0a2f39a48c",369500,2016-11-29
"E20 1HT, 6641439e5e0f4428026a4bed8633a4af1de9cae4",630500,2016-12-13
"E20 1HT, 6641439e5e0f4428026a4bed8633a4af1de9cae4",670000,2021-09-09
"E20 1HT, 33bb4a15d7f278e45d62831c0c2180c81636e3df",565000,2016-11-30
"E20 1HT, d76f59536550dff3faa5b0db5d63859592290359",372500,2016-11-10
"E20 1HT, d9e469d83c16d2d804eb46d3c787e94c052a40b8",650000,2016-11-28
"E20 1HT, d9e469d83c16d2d804eb46d3c787e94c052a40b8",803725,2017-05-25
"E20 1HT, 776562ed2de5843baf3a1736078eb0c141b22f3d",380000,2016-11-17
"E20 1HT, 776562ed2de5843baf3a1736078eb0c141b22f3d",480000,2017-07-31
"E20 1HT, 226e57a7daff483bb6055378b58e4271230e38ca",567000,2016-11-09
"E20 1HT, dc3dc5275bffe2b8bfb589ecce97a591ecd75b1d",597500,2016-11-21
"E20 1HT, 2c116e33cfbe24b2f4cedc64937e2b6b284d1d1b",617500,2016-11-09
"E20 1HT, 29f8a9f258a5191321592918d706e9fdedc78903",363000,2016-12-07
"E20 1HT, 3e52c2045ab2272c81ec97f2bc62c41244afba3f",620800,2016-11-10
"E20 1HT, 1c1d9a5651bc73b9658ee336bb6b96be8b6b1abb",562600,2016-12-06
"E20 1HT, be7a70cc5f071f98c462d5a9a86df67b838df791",345320,2016-12-02
"E20 1HT, 96af5e558860e2cd7d5b9f0fc8260d350382d318",610000,2016-11-15
"E20 1HT, 5a1d0523326c47fa9f14d0d4cb31f1e86d0deac4",405405,2016-11-09
"E20 1HT, 3783ddd2fdc723ee34f50fcee6400e4039aa46a8",432000,2016-12-12
"E20 1HT, 3783ddd2fdc723ee34f50fcee6400e4039aa46a8",570000,2020-01-08
"E20 1HT, 8d8a22b0ca0af3f757392672888c4b1c858d62a9",393500,2016-11-28
"E20 1HT, 8d8a22b0ca0af3f757392672888c4b1c858d62a9",450000,2017-06-27
"E20 1HT, d013246c780a9801fcbd54f084e9a1e6cf6f88bf",635350,2016-11-16
"E20 1HT, 2dd04ec6bef1c7848b81b77102d28f4065af1d2e",615000,2016-11-16
"E20 1HT, 02d586530057dd01d43439c48a5adc969ae4d9fb",625650,2016-11-14
"E20 1HT, 02654db01c4fd276d052d765b81a4b390dc282f6",493000,2016-11-15
"E20 1HT, 20a8c8fe9867914ed823ac6477592ec49029c54b",714400,2016-11-25
"E20 1HT, 96e3a90fbdecc3af6f03da0ab926cff6e812952a",519000,2016-11-21
"E20 1HT, 31d7000ea7b690e902e10b30e1933755659cb424",355500,2016-12-12
"E20 1HT, ce7dbfe3fa18281199142a6aa14b0c5c0ba0dc27",429710,2016-12-08
"E20 1HT, e035518c7039199ffa6ae799fe0fea372ac96201",604800,2016-12-07
"E20 1HT, 78fca9f311f67a27c4bb3c68bd1c0373db342a82",890000,2017-03-31
"E20 1HT, 36ac66c090aadafb4d583d7a1681f269f7bec08e",552000,2017-01-04
"E20 1HT, 36ac66c090aadafb4d583d7a1681f269f7bec08e",620000,2020-03-06
"E20 1HU, 05b65235dd50303722ec8e2b0a4095f3257ddb5a",565000,2017-06-13
"E20 1HU, 6711ca0c83e36d53051218e131c12536c76b7c0e",357000,2017-06-30
"E20 1HU, 6711ca0c83e36d53051218e131c12536c76b7c0e",450000,2020-08-18
"E20 1HU, d83e06511889b4dd3a285ef5611311f10303671a",433590,2017-06-28
"E20 1HU, ae4a0f8d698a6668e5d65498b0baa304936bc1e8",431640,2017-06-15
"E20 1HU, f178d431078ace79fff7cf7e941fb5eeb26f34ac",448000,2017-06-22
"E20 1HU, 8aa490a83126313f7b9ba3b72996031bfb5d60c9",456000,2017-04-21
"E20 1HU, 66ad87b86659761401e4dee152a6ee71a5dbb632",448140,2017-06-20
"E20 1HU, 66ad87b86659761401e4dee152a6ee71a5dbb632",680000,2021-09-30
"E20 1HU, c4c0cd7df9716b5aad3a51f17154ce9f1ca28103",335620,2017-05-17
"E20 1HU, c4c0cd7df9716b5aad3a51f17154ce9f1ca28103",418500,2021-06-30
"E20 1HU, 5248882fcdb3f2f71c097a4c949f85cdfab388bf",387090,2017-06-19
"E20 1HU, 59e281f9c249abe68c97bb30d47e3eeade532cd9",396000,2017-06-26
"E20 1HU, 60b0ca2bac436230cc027c618639f3532a271b18",427280,2017-06-09
"E20 1HU, 6215b6870b6e52e62b027fbb23a888617f13cbe5",423000,2017-06-23
"E20 1HU, de5f30d137cd5f69dbb331533535a59419b7c1c1",318160,2017-07-04
"E20 1HU, 731064e6e6639c09ba481d602cdb129093a211cc",628555,2017-10-06
"E20 1HU, 731064e6e6639c09ba481d602cdb129093a211cc",437000,2017-05-17
"E20 1HU, 2c0b17966c18a113d139743a2879025e2f20c31e",476500,2017-06-27
"E20 1HU, 9d9510205f7a6a03bb82f47ef90228ace4738772",375315,2017-06-06
"E20 1HU, 84c6d5cf415095363a059c6545b648ca9d6a81b4",382193,2017-06-02
"E20 1HU, cd1ff5602dd3177b0072e2b56b2b7a279322edd6",426662,2017-06-12
"E20 1HU, b176c2e0381cdedd132a0169414f5b91d3d62e3a",432630,2017-06-20
"E20 1HU, e8e47046c741516f69ff86cf24f635f87a94eadb",348000,2017-06-22
"E20 1HU, fa71534f723ee1a79955885263ff79ddb6eb331c",355000,2017-06-13
"E20 1HU, fa71534f723ee1a79955885263ff79ddb6eb331c",455000,2022-04-13
"E20 1HU, 20e23ceaafcf38bfdb548c876319ecbd18ab4694",499950,2017-06-23
"E20 1HU, 20e23ceaafcf38bfdb548c876319ecbd18ab4694",655000,2021-01-22
"E20 1HU, d60f89abc1e5ac757bb54d9c540f55ede38fb471",362000,2017-06-02
"E20 1HU, a870059e1ebeb9da87888d9eef84335cd65425fe",422000,2017-05-23
"E20 1HU, 8282bc7b2f4baca8701257d7ad1704c7f224b930",473000,2017-06-27
"E20 1HU, 9645ea7a0ce80610d8952f76ec9f02355a057277",389000,2017-05-02
"E20 1HU, 9645ea7a0ce80610d8952f76ec9f02355a057277",450000,2020-03-06
"E20 1HU, 48a2d2bf2b6a2a3df764380a3a4e8b7540dc7f58",331000,2017-05-12
"E20 1HU, f6bf76df68da353c8c2744e61aba08c97745810b",471000,2017-05-16
"E20 1HU, 9ecc1a1dc1cbca58d77399ebb7e4dcbcc35971c9",454410,2017-05-10
"E20 1HU, b5f93bc06c28698cf0c87d72f0d945e2c4c372e4",463000,2017-05-22
"E20 1HU, 2bc2f74fa7482eaa114c1b87d52f5ba8e29c7439",450000,2017-04-24
"E20 1HU, 2bc2f74fa7482eaa114c1b87d52f5ba8e29c7439",483000,2021-03-26
"E20 1HU, 43094d153e0b344f08d1100ab091fae079fab367",324000,2017-05-24
"E20 1HU, c2c525729e40082de2c9d1eb9f8d7c5d7f415b9b",380000,2017-05-15
"E20 1HU, 60b0d55fbaea60410da6a07417d30de150c00d6a",392000,2017-05-08
"E20 1HU, 60b0d55fbaea60410da6a07417d30de150c00d6a",600000,2020-05-07
"E20 1HU, b074d3d4501437438b3bd0e8864d1439f4dc367c",372000,2017-05-18
"E20 1HU, da61fab3307825d43d191557ed7e884babe054e8",326000,2017-05-12
"E20 1HU, da61fab3307825d43d191557ed7e884babe054e8",448000,2022-09-13
"E20 1HU, d3cee3544d7a91d32ac9070f471b1c96dac35ffc",499999,2017-05-22
"E20 1HU, 4eb73ae2acc0af475e4fc4bc750dbf8d356f1fbf",324675,2017-05-11
"E20 1HU, ef6a4eada5dbeb4b1bbd30566c8f4b20ed8f90db",480000,2017-04-24
"E20 1HU, ef6a4eada5dbeb4b1bbd30566c8f4b20ed8f90db",590000,2020-07-06
"E20 1HU, b7e635198d890334b964b1bb37b44ef3e469a0ea",316220,2017-05-15
"E20 1HU, 956283666f00d39d77c867cb8922337b809112e5",460600,2017-05-16
"E20 1HU, 9fd123d70f403e583f93218e7797d0214c1747e4",445000,2017-05-19
"E20 1HU, 3fe8dfc4d42be9015369d0390c8658e12a03763f",436500,2017-05-19
"E20 1HU, 5ea96adfdd5e2aac5b9bff0fc196790c59ad94b1",454410,2017-05-31
"E20 1HU, 373cc22761a70ffec655b2cf4cb82b334c3190d3",396000,2017-05-30
"E20 1HU, 49278bc2f14c772c6a54983408d2e1ee2e4a7d5e",499999,2017-06-02
"E20 1HU, 0d137eaf85b179d6178e096b460cab138d7f4878",480000,2017-05-26
"E20 1HU, 3c551001dcb7eaa46c58df2c362f4503a7a146ab",447000,2017-05-18
"E20 1HU, a8b11e4f0c87a437d2519861249177125ad543e7",455000,2017-05-02
"E20 1HU, ba5c27ec70e36a7f871696639a543c382ffb928c",415000,2017-04-21
"E20 1HU, fb7182ba4b1ee409586fe3b3eb42a9bf9da4b84b",444000,2017-04-21
"E20 1HU, fb7182ba4b1ee409586fe3b3eb42a9bf9da4b84b",575000,2023-05-24
"E20 1HU, 941b5bda9695eafb532282d1419155763e4e4110",335400,2017-04-21
"E20 1HU, 5f9e863949ba25a55f8970a1595898359e1c8d4a",429000,2017-04-27
"E20 1HU, 0c75e617b3f28030a46da94e9859ac1ea34c2047",455900,2017-05-05
"E20 1HU, 1a96844ae6fc2ef0f09b3d788212333c94cb2f57",480000,2017-04-28
"E20 1HU, 161245c82e74f9497900b176787cff9799a2b82c",415520,2017-04-28
"E20 1HU, fb17ffaf12f218b3d7817775822c5da8ca3e2662",525000,2017-06-05
"E20 1HU, fb17ffaf12f218b3d7817775822c5da8ca3e2662",635000,2017-11-01
"E20 1HU, db9f8a458be86f51b2acaaca70fb569b60f3edc5",355000,2017-06-05
"E20 1HU, db9f8a458be86f51b2acaaca70fb569b60f3edc5",450000,2022-09-14
"E20 1HU, cb0107996aaa1ec7a4c515833ed0d677e5f69f62",600000,2017-11-30
"E20 1HU, cb0107996aaa1ec7a4c515833ed0d677e5f69f62",422000,2017-05-23
"E20 1HU, e5f7b6e413aadd797031cc822174ff5d900a6fe0",423550,2017-06-27
"E20 1HU, 0a23fb25fe92c92f3649f23b519f8efb8397db68",477500,2017-06-07
"E20 1HU, f88e7f217421cfc16059216a243328970b18854f",470000,2017-05-31
"E20 1HU, 1733af9f4b5dfa806257629e56c9b3219ec46ed0",358000,2017-05-09
"E20 1HU, 3143db9c940b8faf3e742bdd6c516304a170451a",600000,2017-06-06
"E20 1HU, 6c327c4a6ac18ea07b375c9fce370898e4000182",350000,2017-06-13
"E20 1HU, fac6a6146556a4fc18643b82a1f3c8a6aac9ca57",435000,2017-06-21
"E20 1HU, fac6a6146556a4fc18643b82a1f3c8a6aac9ca57",535000,2018-08-03
"E20 1HW, 3a4985dfaf14ed6ae67774f17f46a843636984e4",410745,2017-06-01
"E20 1HW, ce1178bf0b7f912ae8daf54177e6e29d6bcf82e4",569250,2017-05-31
"E20 1HW, 921194d51919794ed436736c69d19b1f61c56036",393960,2017-06-14
"E20 1HW, 5a52dfad12fc242224ad92fd4046618e92b87bd5",393000,2017-06-07
"E20 1HW, 052d9a21afd4b2d107e220b2928e9b2a5735e7b1",436100,2017-06-21
"E20 1HW, c9a027e35be42932344d9ee8e4c50524046f5efc",493920,2017-06-28
"E20 1HW, d242dfb031f345323a6a5356c500032f1b52890a",430220,2017-06-16
"E20 1HW, 94d232c9075a8fed0daf783ae7a2f30e1e180429",488000,2017-06-22
"E20 1HW, d7a01d026f8f0e456ffcbf4452e16a513ca9ca76",515000,2017-06-21
"E20 1HW, 24c6e78e984da19af63cedf98d715f282dfdfb42",414810,2017-05-18
"E20 1HW, 4cbe47acafbd6e5fa7fcdf92a73e341b71aaa00f",498000,2017-05-24
"E20 1HW, 59adf6a708864abdbfc7e015d77ca27022883db0",373450,2017-05-23
"E20 1HW, 21ef4929aa84bd4373476d0c397b53a1c6c5346d",500000,2017-06-01
"E20 1HW, 77fce2c628619727c966e3e7fab5262a7a6d1f73",507310,2017-06-29
"E20 1HW, 5fe34c2459640a6177463f833ac45dd8d9043650",491000,2017-05-22
"E20 1HW, 5e59a24c55fd9f9b008c0f5a49c10759b82aa013",511830,2017-07-05
"E20 1HW, 2fd9cc63e92253196892b30b2d97305f935396d0",355020,2017-06-28
"E20 1HW, fd6b378ddf3bbeb1b059a857a3548ba891e048c3",528000,2017-06-15
"E20 1HW, fd6b378ddf3bbeb1b059a857a3548ba891e048c3",750000,2018-05-31
"E20 1HW, 6c17b392f9933b9100c82a95978c52d5661c19cd",361810,2017-06-29
"E20 1HW, 5b50845a8b93ed9c7557c38d43561a66c26b486d",541000,2017-05-25
"E20 1HW, 2c84741afc114650d317858eec1a427e961ee76e",442000,2017-06-28
"E20 1HW, e0f0c85ba95a5ae786b9775c2cf4e1af0d7170f5",498000,2017-06-20
"E20 1HW, c477f2cf97791c609eec69f4e60587de1af794a4",388000,2017-05-31
"E20 1HW, 0b2697be5633eb99a933c0857b6e7da3d49f02b8",390000,2017-05-24
"E20 1HW, 3045724bcd595cab5a5bbb69ad4dbb947e4e9d87",388000,2017-05-24
"E20 1HW, 3f8574d72e1d1f04e5ae0d8574a81b39a24bc6b6",471000,2017-05-03
"E20 1HW, 34f74dd148f9a788af88abe364d7e31c482823c8",494700,2017-05-25
"E20 1HW, 5ef4e8f0b3c788dbc2b487d10dedeb8565b5f653",465000,2017-06-21
"E20 1HW, b4a8acd3e3ed20c0c15413d404a595e7e0e10a7e",530180,2017-05-24
"E20 1HW, a0600a8d9bcbb2fa918fe8ce05b5c0fd39b22062",363580,2017-06-23
"E20 1HW, 2257c66691b9ead0f6210f50648100df0e24e1c7",483140,2017-04-03
"E20 1HW, af85d13cc832fc1d7d8d4a97c84a1d200bcaca3a",460750,2017-04-27
"E20 1HW, 5b211f4051e89e0419566e543f60f6593d37939d",405720,2017-04-20
"E20 1HW, 8a08d4046025c3601a201dd2fff18f8f7a6d72d0",461340,2017-04-20
"E20 1HW, 125b38918e66795918b1e7ce6369a5db4baa0d99",411000,2017-05-02
"E20 1HW, 9bff5a71c0a2bb49a04bcafe9c94e23df3b03502",510220,2017-05-04
"E20 1HW, 9bff5a71c0a2bb49a04bcafe9c94e23df3b03502",666665,2020-05-29
"E20 1HW, 4477debb33243551abb44e783bd4e00211cfa94d",375000,2017-05-17
"E20 1HW, 4477debb33243551abb44e783bd4e00211cfa94d",473000,2021-09-24
"E20 1HW, 63693aaff6addfe08e9f6dd3be7ef63102115399",477000,2017-06-01
"E20 1HW, 9c362ccaa236b75236695f1f1268d8b4792b8ceb",407000,2017-05-08
"E20 1HW, 9033371fcd2b736aa720470d47ff0245306dc6a0",419000,2017-05-25
"E20 1HW, fb98f3af2a132f1c78e5202ccfc7f2a6ce99c16b",440000,2017-06-06
"E20 1HW, 5c893049e3310fb1d437a46bf78624ae947de210",473000,2017-05-19
"E20 1HW, d27dd4da7a88827614b95e2b54d5009b76af897d",534600,2017-05-23
"E20 1HW, 3c2166b22745bc4cf740f624faa2abad9f050334",399000,2017-06-07
"E20 1HW, c305edd0775ba70bbe2abe17577f5d6950973485",445000,2017-04-24
"E20 1HW, 635809b73a86ac0a5711c5b9e4b11adb40ea5ab4",487000,2017-04-24
"E20 1HW, 75379a3d20952a88e12b092b99838718cf148d22",356960,2017-05-16
"E20 1HW, 4b6664351edc9ccac9830f77671f620c2e225f24",518000,2017-06-07
"E20 1HW, 66a5f1dcb23abda778c8edefac9beb2cd6b0f0f0",419700,2017-06-01
"E20 1HW, 7a05a8f83c84d8cf25726b0f29633183ef9902f1",434385,2017-04-25
"E20 1HW, 3a2171b3433b20db82823dd25aaa16f762358206",351000,2017-06-05
"E20 1HW, a4496ea5cffbcc67c9af9171eba1633405ab7920",531000,2017-04-26
"E20 1HW, e12765af8805021443b90bd0ef8f84d58f85cf59",482160,2017-05-11
"E20 1HW, 373271ed5867caaab901fb220dd5947e31d6b33c",428740,2017-06-12
"E20 1HW, c6c04fb27214e0e84dbfe70086e2baacfd8c3600",395000,2017-06-19
"E20 1HW, e4785669485f2fc5001c6fdabce8c2aae917ea3d",488880,2017-04-27
"E20 1HW, b7ea7fb541e42df323bf74bba3a4c81486d7b932",481180,2017-04-21
"E20 1HW, 6c6878e99799e955e739abb20bc70fb2d5201d44",477750,2017-05-11
"E20 1HW, 77b791cb9c175328a717bdac4cbac34b4ffddbfd",353000,2017-06-02
"E20 1HW, 558130b6202b298e9c38ab5fc5423453d57915d3",539980,2017-06-05
"E20 1HW, cd569e3361de64fb31e51fa72f2612ce51c76476",368000,2017-04-20
"E20 1HW, 469eea7086b3a5f961523aeda5ad778b3aaa5994",460200,2017-05-10
"E20 1HW, 660b09794a54242ba08b86f15948210c3feea860",520000,2017-07-12
"E20 1HW, a768f63a01c0be5d8b9c49e270305bafa20be64f",407880,2017-06-09
"E20 1HW, 0ffd201df4957abc23a9214119d364a2a2ad1f7d",518760,2017-06-07
"E20 1HW, ab8bba3b0801cad729ee1f8c3cf62de829a0d425",409000,2017-06-20
"E20 1HW, 531e704990560def334649f963d06450e60ca731",380240,2017-05-26
"E20 1HW, 95c513b3107335de48d2ce28d56bc37b2d9fc557",370000,2017-06-02
"E20 1HW, b93bb0c1d4de8ef8d4ab133b58f946456c9ad8c9",460000,2017-06-30
"E20 1HW, 9776716b7f0049f98b6e70bd405c0e2710d3c1b2",458400,2017-07-11
"E20 1HW, 774721978be5bd435926b783ef75cc91e26ffb00",479180,2017-07-19
"E20 1HW, 9e4cc971353878fe164434a7d26981845868bd1b",458000,2017-06-26
"E20 1HW, f13d1da80ba3f346badfe4ebd2fe3c5dbdc249d6",569250,2017-05-02
"E20 1HW, 00de38905a1f7afb94ad9149a1784c0ab2e85d5a",375390,2017-06-01
"E20 1HW, 853641ea6df1383a59b47ffcb52b841a55d80ba7",518950,2017-06-19
"E20 1HW, d6711062e6d7492e750365dd3eed99993ff871c3",545000,2017-06-20
"E20 1HW, 77470577eef0a3c88d77492c849377cc4ffbf781",650000,2020-12-16
"E20 1HX, 79efe1ec15b26f8926e2bd3d00b4a12cf20d5f02",429000,2017-06-27
"E20 1HX, 79efe1ec15b26f8926e2bd3d00b4a12cf20d5f02",495000,2022-03-01
"E20 1HX, 7beba312e7f75831f564e3865fe7072f8d2d54ec",600000,2017-06-13
"E20 1HX, 7f2d8133b81463f254048c7e1d9ad83b4e07135a",462560,2017-05-25
"E20 1HX, ee1c21cb471561cf4726cc85001d20e9b05aa101",456000,2017-05-30
"E20 1HX, 9d5c22a09d4dd865d2699ac1d7a21ab2be18c6c0",800125,2017-06-08
"E20 1HX, 624ae7168891b4cc2f4396bb5a6abbe48b9ca5b4",945000,2017-07-13
"E20 1HX, bae2598102279d2a23a35c05c156c69cfb1c7a8f",440550,2017-05-08
"E20 1HX, 7852609048f13d1839e9b850463bf47f3080d89f",540290,2017-05-30
"E20 1HX, 5e2320b903f76202088f0f21e11bc3f620b476a4",386000,2017-05-18
"E20 1HX, 8b676757a8699c5465b44c837a05752d5f0e6860",450000,2017-06-26
"E20 1HX, 660ebc59023025087ad30445b8dbd25b096c35db",432620,2017-06-19
"E20 1HX, 654710c7b1b3c828e05cf683529ce910b4436501",590730,2017-06-29
"E20 1HX, cb3398d875b2e562ae47e9e5a353a1d0fcb4795d",466690,2017-06-28
"E20 1HX, 7f6ae9a92fc78a304e4fff4873dcb48fd4b3dd0e",498500,2017-06-15
"E20 1HX, 77470577eef0a3c88d77492c849377cc4ffbf781",475300,2017-06-23
"E20 1HX, 28476fcc32c99b51b1283b89f33006e8d074b0b0",567200,2017-06-09
"E20 1HX, c5c4ff9be17604841ed594dbac94b30c84186bd2",520000,2017-06-16
"E20 1HX, 41f1c719e852543dca1cb56ebf6cf37677b09269",517770,2017-05-26
"E20 1HX, 4cacd6ec3818dcac297af85d56d585a55c750c70",524770,2017-06-23
"E20 1HX, 0ac36d7c2506a9c7fe9af3f3d3e5ff305c3ea4d8",441540,2017-06-01
"E20 1HX, 4e3c31936a7ba0434b2ab8cbd0792835c63c50c1",488000,2017-06-12
"E20 1HX, ca4263a1015722a833b466dbba0830b06b010af3",549780,2017-06-02
"E20 1HX, 02e5c87d5a1772d72aba2e0d3a0aaeca3984e6b0",446490,2017-06-01
"E20 1HX, 1ec5ccb2a09bdc9d3d95c18a930a914891a89ac9",461340,2017-06-02
"E20 1HX, bbf1b449b09e7b3e79c4c3f89190a4250fff1c2d",620000,2017-06-28
"E20 1HX, bbf1b449b09e7b3e79c4c3f89190a4250fff1c2d",750000,2022-09-01
"E20 1HX, e5bd3eec1a666d30510031bfcdca248922d92578",522720,2017-06-28
"E20 1HX, 2c1abe48bb1c612e1b8689f9c34459fd3447084d",606250,2017-05-23
"E20 1HX, 81907b94696c4375e62abadb12f8013d2e0d950a",614250,2017-06-08
"E20 1HX, a03e536a6fec8781d894e224c9623b61c6e5ec69",590000,2017-05-02
"E20 1HX, a03e536a6fec8781d894e224c9623b61c6e5ec69",723000,2020-05-22
"E20 1HX, 6a9c4a7175178e90d01b9e23ca291b88f66b1d5e",435530,2017-05-12
"E20 1HX, 6a9c4a7175178e90d01b9e23ca291b88f66b1d5e",500000,2021-06-28
"E20 1HX, c3828e8eb80d312c020db525f2f5dadcb04a00fc",398670,2017-04-25
"E20 1HX, 9de51f22b8ee673ae37759c8b5c3e9535ff100a2",534470,2017-05-26
"E20 1HX, 195927ea5bfd5927dfd1e6dfbc60ec7f6d968657",548050,2017-05-25
"E20 1HX, 021543ce8c89de1ab29a26e8d8e0f88fad867516",585000,2017-05-16
"E20 1HX, 8005bd2785d4c16830b56937c89e73a2fe71b312",544500,2017-05-04
"E20 1HX, 3537c16894bb7dd32fd26bacad109d9729ebbe7b",490000,2017-05-15
"E20 1HX, e68231af3d009f72639e29d52fe11c4adf409bdd",496000,2017-04-20
"E20 1HX, f0abe319cd63641f3a814df6a601d945d7679752",455000,2017-05-22
"E20 1HX, f0abe319cd63641f3a814df6a601d945d7679752",475000,2022-03-21
"E20 1HX, dfe82cdc4cf026024141b015ca611d1aef568f7e",596550,2017-06-05
"E20 1HX, f3a19654ce683afc8cb2feef895f71a418c37442",557200,2017-06-01
"E20 1HX, f3a19654ce683afc8cb2feef895f71a418c37442",760000,2018-09-10
"E20 1HX, 6eb28e5d2748c132748438ccb6494bd13913af09",508000,2017-06-16
"E20 1HX, 0e70a96ee6e147672170d00e21d82164f193f2ce",446490,2017-05-15
"E20 1HX, 3a7cfda3c7220814ca0e24a09d7ad2d58102202f",446000,2017-06-20
"E20 1HX, 1c2eec4d48ea7c75c5f24e79666f9ddcdb8c61ea",569380,2017-04-26
"E20 1HX, 9bae40ccd427bc47a0f429aafcc387116fd17066",396730,2017-05-10
"E20 1HX, 404aba01cc67549ef4f955601ca15a2d0ee2a6aa",540000,2017-04-28
"E20 1HX, 404aba01cc67549ef4f955601ca15a2d0ee2a6aa",720000,2020-09-28
"E20 1HX, 404aba01cc67549ef4f955601ca15a2d0ee2a6aa",745000,2022-11-04
"E20 1HX, 56ef16a215f39dd00687f7f2d66f016dd8893372",441000,2017-05-05
"E20 1HX, 761d2e3417fd33a383275c163461192a55c01b97",444000,2017-05-02
"E20 1HX, 61980a79bc10ce5a8b306eebcd887a9753d20b17",474320,2017-04-20
"E20 1HX, d3dc8c91b2211cd5f9873047cf894c9b043b2c06",620000,2017-04-20
"E20 1HX, bb987d2ad71044f254419cfe64020e15ab57994a",581030,2017-05-09
"E20 1HX, b918194e0d0487e7594194dd9d088e399fca7fb5",439000,2017-06-23
"E20 1HX, b06289b3bb09820b9daaf39489649d1ecd1c780d",551000,2017-06-26
"E20 1HX, dd1efaf3bea03f2c603b34ce9b0623082004160f",462965,2017-06-14
"E20 1HX, e1d22cdfa8db9f9f49acf8c1e8a64a508801697b",403520,2017-05-25
"E20 1HX, 08b76734a59cc1528e9cb55ae60cccd8a3bc28b4",466290,2017-06-09
"E20 1HX, 369c9dd146c5ce64e4695d3cf559fd95ef596e46",570240,2017-06-20
"E20 1HX, 30ea165a345e7b02f350287ce4de0e71d2a679af",534855,2017-06-02
"E20 1HX, a8e34306c31d16cc20a420806355db909daefec2",505370,2017-06-21
"E20 1HX, a8e34306c31d16cc20a420806355db909daefec2",615000,2019-02-11
"E20 1HX, 266e3e2fd112c60aa4813ed20418e58bf2258935",459360,2017-05-22
"E20 1HX, 4f02245e6626065a49c4030913646096da58c904",470000,2017-06-21
"E20 1HX, 4f02245e6626065a49c4030913646096da58c904",500000,2023-01-23
